SUPPLIER,TYPE,DESCRIPTION,PARTNUMBER,PRICE,NOTES
INCITE,MDH,300MM POST FLOOR/WALL MOUNT DOOR HOLDER,DH300,112.74,
INCITE,ANC,SYNCRO PROGRAMMING LEAD,LD/SYNCRO,99.75,
INCITE,SPKR,100MM FLUSH MOUNT SPEAKER,SPG100,22.48,USE GRIL SPGG
INCITE,SPKR,100MM SLIMLINE GRILL,SPGG,3.84,FOR SPEAKER SPG100
INCITE,SPKR,SPQF100 100MM QUICK FIT SPEAKER,SPQF100,23.16,
INCITE,SPKR,HORN-C2050 10W HORN SPEAKER GREY DOG LEG BRACKET,HORN-C2050,41.6,
INCITE,SPKR,HORN-C2053 IP66 REDBACK 10W HORN SPEAKER,HORN-C2053,40.8,"PREFFERRED, OLD STYLE"
INCITE,ANC,RED 24 VOLT STROBE,BEACON-R,52.8, ADD BEACON-WB-R DEEP BASE FOR IP65 RATING AND FIRE LABEL
INCITE,ANC,Combined Sounder Strobe,FLASHNI,86.28,
INCITE,ANC,DEEP BASE FOR FLASHNI ,BEACON-WB-R,21.53,
INCITE,ANC,"Beacon - LX WALL, red flash, red body, shallow base",BS-SOL-LX-W-RF-R1-S,55.2,USE WS2-WPK AS WELL TO MAKE IP65
INCITE,ANC,Weatherproof Back Box,WS2-WPK,51.91,
INCITE,LABEL,FIRE LABEL,FIRE,12.79,
INCITE,LABEL,Strobe FIRE Label to suit external Beacons,STR-LAB,15.99,WHITE LABEL WITH RED FIRE LETTERING
INCITE,ANC,SAMPLING HOLE PIPE CLIPS,SEC-CLIP 2.0 PA,4.5,PER POINT
INCITE,ANC,CAPILLARY TUBE FOR SMPLAING POINTS - RED - 8 MM,ASD-CT,3.59,PER METER
INCITE,ANC,REMOTE INDICATOR FIRE ALARM IN ROOM,REM-RM,7,
INCITE,ANC,REMOTE INDICATOR FIRE ALARM IN CONCEALED SPACE,REM-CS,7,
INCITE,ANC,ASD 25mm Pipe Clips,ASD-PCC,2.02,STAND OFF CLIPS FOR VESDA PIPE
INCITE,ANC,4 Metre ASD Pipe (25mm),ASD-P,11.25,VESDA PIPE
INCITE,ANC,ASD Straight Coupling,ASD-PJ,1.76,
INCITE,ANC,ASD Pipe Joiner 2 into 1,ASD-J,25.02,
INCITE,ANC,Smoke Detector Stopper - Rolled Steel White Surface Mount,STI8230-W,97.1,white cage / cover for detectors
INCITE,ANC,Weather Stopper MCP Guard 50mm Surface mount IP54,STI3150,175.75,Clear westher stopper with 50mm stand off
INCITE,ANC,MCP GUARD WITH SOUNDER (WEATHER STOPPER),STI13120FRB,127.08,WEATHER STOPPER with sounder
INCITE,ANC,Red & Amber Strobe Set on Metal Plate,STRRED-AMB-LP,115.35,
FIRESENSE,FREIGHT,FIRESENSE FREIGHT,,50,
FIRESENSE,CABLE,1.5 MM 2 CORE 200 METER,TPSLD-1.50-2C-200,107,
FIRESENSE,CABLE,1.5 MM 2 CORE WITH WHITE STRIPE 200 METER,TPSLD-1.50-2CW-200,112,
FIRESENSE,CABLE,1.5 MM 2 CORE TWISTED 200 METER,TPS-1.50-2CT-200,112,
FIRESENSE,CABLE,0.75 MM 2HR FIRE RATED CABLE - 2 CORE SCREENED (250M),FR-0.75-2CS-250,615,
FIRESENSE,CABLE,2HR FIRE RATED CABLE - 0.75MM 2 CORE - WHITE STRIPE (250M),FR-0.75-2CW-250,472.5,
FIRESENSE,CABLE,2HR FIRE RATED CABLE - 0.75MM 2 CORE (250M),FR-0.75-2C-250,511.77,2.11 per meter
FIRESENSE,MDH,WALL MOUNT DOOR HOLDER - 100 KG,MDH1360,95,DIE CAST ALUMINIUM AND STEEL
FIRESENSE,MDH,WALL MOUNT DOOR HOLDER - 25/50 KG,MDH1350,75,DIE CAST ALUMINIUM AND STEEL -CHEAPER FROM EFIRE
FIRESENSE,MDH,"MDH1370/15 - Floor/wall mount 50kg with 15cm ext, 60mA",MDH1370-15,105,
FIRESENSE,MDH,"MDH1370/30 - Floor/wall mount 50kg with 30cm ext, 60mA",MDH1370-30,110,
FIRESENSE,MDH,Spare anvil to suit CSA 50 Kgs door holders,MDH-ANV-C,28,
FIRESENSE,ANC,VESDA FILTER CARTRIDGE,VSP-005,110.87,SINGLE ITEM
FIRESENSE,ANC,VESDA FILTER CARTRIDGE PACK OF 20,VSP-025,1100,PACK OF 20
FIRESENSE,CABLE,DUAL STROBE (RED AND AMBER) ON WHITE PLATE - 100mA EACH,STR-DUAL,90,
FIRESENSE,CABLE,Fire Rated Cable - 1.50mm - 6 Core - Per Metre,FR-1.50-6C,8.97,200 meters
FIRESENSE,CABLE,Fire Rated Cable - 1.50mm - 10 Core - Per Metre,FR-1.50-10C,15.62,100 meters
FIRESENSE,FIP,"FS-1600, 8 Zone, PS-11, Gas Module with Stop Gas, In 650 Cabinet Dimensions 650H x 450W x 192D (space for Batt-33)",1600-650-11A-G,2140.54,
FIRESENSE,FIP,"FS-1600, 8 Zone, PS-5, In 650 Cabinet",1600-650-5A,1037.84,Dimensions 650H x 450W x 192D (space for Batt-33)
FIRESENSE,VESDA,VESDA-E - VEP - SINGLE PIPE with LEDs - Plastic Enclosure,VEP-A00-1P,4227.42,
HONEYWELL,EMAIL,matthew.crawford@csd.com.au,Matthew Crawford,15,
HONEYWELL,FREIGHT,HONEYWELL FREIGHT,,54.6,
HONEYWELL,SM,HONEYWELL  ADDRESSABLE PHOTOELECTRIC SMOKE DETECTOR,HF-2700,53.25,
HONEYWELL,BASE,"HONEYWELL FIRE DETECTOR BASE TO SUIT ADDRESSABLE DETECTORS, OFF-WHITE",HF-B501AUS,,
HONEYWELL,HT,"HONEYWELL FIRE ADDRESSABLE THERMAL DETECTOR, RATE OF RISE, WHITE",HF-6500R,,
HONEYWELL,HT,"HONEYWELL FIRE ADDRESSABLE THERMAL DETECTOR, FIXED TEMP 63DEGC, WHITE",HF-6500,7.5,
HONEYWELL,SM/HT,"HONEYWELL FIRE ADDRESSABLE ACCLIMATE SMOKE & THERMAL DETECTOR, WHITE",HF-2700TMB,24.11,
HONEYWELL,BASE,"HONEYWELL FIRE DETECTOR BASE TO SUIT ADDRESSABLE DETECTORS, WHITE",HF-B501AUS-W,81.43,
HONEYWELL,BASE,"HONEYWELL FIRE ISOLATOR BASE TO SUIT ADDRESSABLE DETECTORS,WHITE",HF−B524IEFT−1W,3.75,
HONEYWELL,MCP,HONEYWELL  ADDRESSABLE MANUAL CALL POINT,HF-MCP5A-RC,8.57,
HONEYWELL,MCP,HONEYWELL  SURFACE MOUNT BACK BOX FOR MANUAL CALL POINT,HF-SR,,
HONEYWELL,REMOTE,"HONEYWELL FIRE REMOTE INDICATOR ""FIRE ALARM - IN ROOF""",HF−RI−ROOF,,
PROTEC,FREIGHT,PROTEC FREIGHT,,30,F:\SkyDrive\Work Files\Manuals\Protec\AUS Product Catalogue Single LR.pdf
PROTEC,SM,PROTEC OPTICAL SMOKE DETECTOR,6000PLUS/OP,75,
PROTEC,SM,PROTEC OPTICAL SMOKE SENSOR C/W SOUNDER,6KPAUS/OP/S,103.85,
PROTEC,HT,PROTEC HEAT DETECTOR,6000PLUS/HT,95,
PROTEC,HT,PROTEC HEAT SENSOR C/W SOUNDER,6KPAUS/HT/S,103.85,
PROTEC,SM/HT,PROTEC OPTICAL & HEAT DETECTOR,6000PLUS/OPHT,,
PROTEC,SM/HT,PROTEC OPTICAL HEAT SENSOR C/W TALKING SOUNDER,6KPAUS/OPHT/TS,150.5,
PROTEC,BASE,6000PLUS STANDARD BASE,6000PAUS/BASE/E,9.52,
PROTEC,ANC,MONITORED INPUT INTERFACE,6000/MIP,60.73,DIN RAIL MOUNT
PROTEC,MODULE,PROTEC CLEAN CONTACT OUTOUT INTERFACE,6000/CCO,72,
PROTEC,MODULE,PROTEC MONITORED INPUT CLEAN CONTACT OUTPUT,6000/MICCO,122.9,
PROTEC,ANC,PROTEC MODULE BACK BOX,39-979-01A,24.11,BACK BOX TO GO WITH 6000/MICCO
PROTEC,ANC,6500 TERMINATION BOARD,40-FA474-00C,222.13,6500 MAIN TERMINATION BAORD
PROTEC,ANC,IO CARD,40-FA471-00D,353.93,"INTERNAL IO CARD, SITS ON MAIN TERMINATION BOARD"
RAPID,,Custom labels 150 x 75 mm x 1 @ $25 each ,,,
RAPID,,Custom labels 85 x 85 mm x 2 @ $12 each ,,,
RAPID,,Custom labels 85 x 85 mm x 3 @ $10 each ,,,
RAPID,,Custom labels 85 x 85 mm x 7 @ $7.50 each ,,,
RAPID,,Custom labels 85 x 85 mm x 12 @ $9 each ,,,
RAPID,FREIGHT,RAPID ENGRAVING FREIGHT,,10,
RAPID,LABEL,MINIMUM CHARGE (PRICES DEPENDANT ON VOLUME),,25,
RAPID,LABEL,"""FIRE"" LABEL 150 MM x 60 MM - 2 5 MM HOLES",,7.5,PRICE BASED ON VOLUME OF 10
RAPID,LABEL,CUSTOM LABEL 85 MM X 85 MM (26 TOTAL),,7.5,
RAPID,LABEL,CUSTOM LABEL 85 MM X 85 MM (7 TOTAL),,10,F:\SkyDrive\Work Files\Configs\Miles Hospital\191126 Wip Labels RW WIP 85 85.pdf
RAPID,LABEL,CUSTOM LABEL 200 MM X 100 MM ( 1 TOTAL),,25,
RAPID,LABEL,CUSTOM LABEL 300 MM X 150 MM ( 1 TOTAL),,25,
RAPID,LABEL,CUSTOM LABEL 100 MM X 150 MM ( 20 TOTAL),,5,F:\SkyDrive\Work Files\Configs\Toowoomba Base Hospital\Medical Block\CHUBB RW 100mm W  X 50mm H.pdf
RAPID,LABEL,"CUSTOM LABEL 40 MM X 110 MM ""EVACUATE""",,7.5,F:\SkyDrive\Work Files\Configs\Rapid Engraving Labels\Chubb RW 110 40 EVACUATE.pdf
HAYMANS,EXIT,EXIT 2 SIDED MAINTAINED 3W EXIT/PICTO ALL COMBOS,CLECCFPRO,118.6,QUICKFIT CLONE
HAYMANS,EXIT,EXIT 2 SIDED MAINTAINED 3W EXIT/PICTO ALL COMBOS,CLECCFLED,118.6,CLEVERFIT
HAYMANS,EXIT BODY,LED MAINTAINED EXIT(BODY ONLY) LIFEPO4 + SENTINEL,BARMLEDLP,98.75,
HAYMANS,EXIT,EMERG LED EXIT SIGN S/D SIDED 3.7/4.9W 220-240V WALL/CEIL BK,CLECCFLED-BLK,166.6,CCFLED IN BLACK
HAYMANS,SPIT,EMERGENCY RECESSED LED 3W LFP,CLECLIFE,106.47,
HAYMANS,SPIT,LED EMERGENCY DOWNLIGHT SINGLE 6W RECESSED NON-MAINT LiFePO4,BARLG1LP ,91,
HAYMANS,SPIT,LED EMERGENCY DOWNLIGHT SINGLE 4W SURFACE MOUNT NON-MAINT LiFePO4,BARLG1LP/SM,158.37,
HAYMANS,EXIT,EMER LED EXIT 4.5W 4.6V PC LFP CEILING / WALL IP20,STLECOEXIT1BOX ,79.2,
HAYMANS,DIFFUSER,DIFFUSER KIT FOR - MLED RANGE CEILING MOUNT,BARDTX,16.1,
HAYMANS,DIFFUSER,DIFFUSER KIT FOR - MLED RANGE WALL MOUNT,BARDRX,25.87,
HAYMANS,DIFFUSER,EMERGENCY FITTING DIFFUSER OPAL FOR MN10NS/S & M10NS/S,BARD50A,28.81,
HAYMANS,BATTEN,BARDIC EMERGENCY BATTEN 1X 18W 1200mm C/W SENTINEL,LB14LS-S4F,350.85,4 FOOT SINGLE WIDE BODY - DON’T USE
HAYMANS,BATTEN,WIRE GUARD - 1200mm BATTEN RANGE,901876,38.3,TO SUIT WIDE BODY BATTEN FITTING - DON’T USE
HAYMANS,BATTEN,DIFFUSER - 1200mm BATTEN RANGE,D40,34.35,
HAYMANS,BATTEN,BARDIC EMERGENCY BATTEN WP 1X18W 1200mm C/W SENTINEL FITTED,LB14LSWP-S4F,406.5,4 FOOT SINGLE WIDE BODY WEATHER PROOF
HAYMANS,BATTEN,ARGONAUT QUANTUM LP 1200MM WP BATTEN,CLECWB4LEDS-P-NB,206.5,4 FOOT WEATHER PROOF BATTEN NARROW - POD BATTERY
HAYMANS,BATTEN,ARGONAUT PRO WEATHERPROOF LP 1200MM BATTEN,CLECWB4LEDMP-WB-IB-PRO,325,4 FOOT WP DIFFUSED LED WIDE BODY - INTEGRAL BATTERY - REDUNDANT
HAYMANS,BATTEN,ARGONAUT PRO WEATHERPROOF LP 600MM BATTEN,CLECWB2LEDMP-WB-IB-PRO,252,2 FOOT WP DIFFUSED LED WIDE BODY - INTEGRAL BATTERY - REDUNDANT 
HAYMANS,BATTEN,ARGONAUT PRO WEATHERPROOF LP 1200MM BATTEN,CLECWB4LEDSP-WB-PRO,308.7,4 FOOT WP DIFFUSED LED WIDE BODY - POD BATTERY
HAYMANS,BATTEN,600 MM WP EM BATTEN LPCTP,CLEARGOPRO-600-LP,266.5,2 FOOT WP DIFFUSED LED - REPLACES CLECWB2LEDMP-WB-IB-PRO - REDUNDANT
HAYMANS,BATTEN,1200 MM WP EM BATTEN LP,CLEARGO-1200-LP,196.67,4 FOOT WP NOT SURE WHAT ELSE -  MJ SPECIAL
HAYMANS,BATTEN,ODYSSEY QUANTUM LP 1200MM DIFFUSED BATTEN,CLECBS4LEDS-DIF,199.5,4 FOOT DIFFUSED WIDE BODY - POD BATTERY
HAYMANS,BATTEN,ODYSSEY QUANTUM LP 600MM DIFFUSED BATTEN,CLECBS2LEDS-DIF ,169,2 FOOT DIFFUSED - INTEGRAL BATTERY - NO SELF TEST
HAYMANS,BATTEN,ODYSSEY QUANTUM WIREGUARD 1200MM,CLECBS2L4S-LT-WG,206.5,"4 FOOT CAGED, WIDE BODY - POD BATTERY"
HAYMANS,BATTEN,ODYSSEY QUANTUM DIFFUS BATTEN EMERGENCY 37W 240V 4585lm,CLEEBS4LEDS-DIF-LI ,118.75,4 FOOT DIFFUSED WIDE BODY - INTEGRAL BATTERY - NO SELF TEST
HAYMANS,BATTEN,EMERLED BATTEN W/P PC LFP 1265MM IP65,CLEARGO-1200-EM,125,4 FOOT DIFFUSED WIDE BODY - CHEAPEST OPTION - NO SELF TEST
HAYMANS,BATTEN,EMER LED BATTEN G3 COLOUR/LUMEN SELECT 4 FT,PIEECOBAT404ECS/ME,139.4,4 FOOT DIFFUSED SLIMLINE - NO SELF TEST
HAYMANS,BATTEN,LED BATTEN W/P 40W 3K 4700LM POLYCARBONATE OPAL IP65 GREY,PIEBWPECO404ECSEM,120.59,4 FOOT WP DIFFUSED WIDE BODY - NO SELF TEST
HAYMANS,BATTEN,LED Batt W/P 20W 240V 3K 2100lm Opal PC Gry LFP IP65,PIEBWPECO202ECSEM,112.84,2 FOOT WP DIFFUSED WIDE BODY - NO SELF TEST
HAYMANS,BATTEN,BWP LED PRO2 Batten 1200 DALI Emer 58w/35w/25w 4K IP65,PIEBWP584D4/S4,364.31,4 FOOT WP DIFFUSED WIDE BODY
HAYMANS,BATTEN,BWP LED PRO2 Batten 600 DALI Emer 35w/25w/10w 4K IP65,PIEBWP352D4/S4,319.36,2 FOOT WP DIFFUSED WIDE BODY
HAYMANS,BATTEN,SDW LED Opal 51w DALI DI Acryl Diff 1200 4K Maint 2HR,PIESDWALS4D4M2,549.29,"4 FOOT WP DIFFUSED CHEMICAL, FOOD PLANT, MINES - DON’T USE"
HAYMANS,BATTEN,SDW LED Opal 30w DALI DI Acryl Diff 600 4K Maint 2HR,PIESDWALS2D4M2,472.56,"2 FOOT WP DIFFUSED CHEMICAL, FOOD PLANT, MINES - DON’T USE"
HAYMANS,BATTEN,SDW LED Opal 51w DALI DI P/C Diff 1200 4K Maint 2HR,PIESDWPLS4D4M2,538.04,"4 FOOT WP DIFFUSED INTEGRATED DRIVER, CHEMICAL, FOOD PLANT, MINES - DON’T USE"
HAYMANS,BATTEN,SDW LED Opal 30w DALI DI P/C Diff 600 4K Maint 2HR,PIESDWPLS2D4M2,480.91,"2 FOOT WP DIFFUSED INTEGRATED DRIVER, CHEMICAL, FOOD PLANT, MINES - DON’T USE"
HAYMANS,BATTEN,Accessory Pack SDW Suspensio,PIE99018918,33.65,CHAIN HANGING KIT / EYELET
HAYMANS,BATTEN,Pipe Mount Bracket IP66 F/SDDW/A 32 NB Pipe,PIEPMB32/SDW,69,PIPE BRCKET
HAYMANS,SPIT,EMER SURFACE LED 0.4 W,CLECLIFE-PRO-WP,293,SPITFIRE WP COOLROOM REMOTE BATTERY PACK - PREFERRED
HAYMANS,SPIT,PLATINUM RANGE REMOTE SPITFIRE IP65 SURFACE MT 1 LED,STLSFBWP1LEDPLHREM,380.47,SPITFIRE WP COOLROOM REMOTE BATTERY PACK
HAYMANS,EXIT,WEATHERPROOF EXIT WALL MOUNT FOR LOW TEMPERATURE APPLICATIONS,CLELWELED-WM-FZR,433.6,LOW TEMPERATURE / FREEZER
HAYMANS,EXIT,WEATHERPROOF EXIT WALL MOUNT IP66/67 ONE BOX SOLUTION,CLECWELED-WM,328.7,LOW TEMPERATURE
HAYMANS,CIRCULAR,CIRCLITE LED EMERGENCY LIGHT 16W 240VAC 4000K 1340LM,CLEECLLED-LI,135,CIRCULAR FLURO
HAYMANS,TWIN FLOOD,LP SUPALITE LED EMERGENCY FLOOD LIGHT CLEVERTEST PLUS,CLECFLLED,236.6,
HAYMANS,EXIT,Economy Emerg LED Exit Sign w/Inserts 4.5W 3.2V 1 Box Wall Mount,STLECOEXITWALL,88.49,STANILITE ECONO ONE BOX SOLUTION WALL MOUNT
HAYMANS,EXIT,Economy exit LED Exit Sign w/Inserts 4.5W 3.2V 1 Box ceiling mount,STLECOEXITCEILING,102.43,STANILITE ECONO ONE BOX SOLUTION CEILING MOUNT
HAYMANS,EXIT,Economy Emerg LED Exit Sign 4.5W 3.2V LiFePO4 Wall/Ceiling,STLECOEXITBASE,70.39,STANILITE ECONO BASE ONLY
HAYMANS,EXIT,Diffuser Wall Mount Inc Pictograph Decal Suits ECOEXITBASE,STLECOEXITDIFWM,32.83,STANILITE ECONO WALL MOUNT DIFFUSER ONLY
HAYMANS,EXIT,Economy Emerg LED Exit Sign 6.5W 4.6V LiFePO4 Ceiling,STLECOEXITDIFCM,30.64,STANILITE ECONO CEILING MOUNT DIFFUSER ONLY
HAYMANS,EXIT,Economy Exit LED Pictograph,STLECOEXIT1BOX,79.2,REPLACEMENT FOR EELED - NO SELF TEST
HAYMANS,EXIT, LED QUICKFIT PICTOGRAPH EXIT 3.2W 379MM WHITE NEXUS ,STLPQFNXSLEDP,325,LED QUICKFIT NEXUS LX PICTOGRAPH EXIT
HAYMANS,EXIT,EXIT SLIM MAINTAINED 2.8W ALL PICTO NEXUS RF,STLPLQNRFLED,283.75,EXIT RF WIRELESS NEXUS
HAYMANS,SPIT,EMER RECESSED LED 2W WHT NICD NEXUS LX,STLSFNXS1LED,179.6,LED SPITFIRE SINGLE NEXUS LX RECESSED
HAYMANS,SPIT,EMER LED DUAL 3W RND/SQR .1K NON-MAIN WHT INT LFP REC,STLSFNXS2LEDP,263,LED SPITFIRE DUAL NEXUS LX RECESSED
HAYMANS,SPIT,EMER LED DUAL 3W .1K NON-MAIN WHT INT LFP SURFACE , STLSFBNXS2LEDP,380.5,LED SPITFIRE ENXUS 2 LED SURFACE MOUNT
HAYMANS,BATTEN,PLATINUM BATTEN IP44 1200MM MAINTANED LX 4600LM, STLPBL4LX46LM ,511.9,LED BATTEN 1200MM NEXUS
HAYMANS,,LED CIRCULAR IP65WP LX SUSTAINED LFP,STLPCWLXLEDS,513.57,LED CIRCULAR EXTERNAL 
HAYMANS,EXIT,LEGRAND LED EXIT,686200,126.48,
HAYMANS,SPIT,EMERGENCY SURFACE LED 3W LFP,CLECLIFE-SM,148.75,NEW PLASTIC MODEL
HAYMANS,SPIT,EMERGENCY SURFACE LED 3W LFP,CLECLIFE-SMS,171.22,OLD METAL BODY - NOT AVAILABLE ANYMORE
HAYMANS,SPIT,Platinum Spitfire® D40 COB LED WA Optics Surface Mount,STLSFB2LEDP,196.25,2 LED SURFACE MOUNT
HAYMANS,EXIT,LED CLEVERTEST PLUS ENABLED JUMBO EMERGENCY EXIT 5.6W 630MM,CLECJELED-40 ,329.41,JUMBO EXIT SELF TEST
HAYMANS,EXIT,LED EXIT 1 SIDED JUMBO 2.9W/4W 240V ALL DIRECTIONAL,CLEEJELED-40-LI,245,JUMBO EXIT NO SELF TEST
HAYMANS,RELAY,SERIES 94 RELAY BASE 14 PIN DIN FLAT PIN F/5534 RELAY,FID94.04,7.67,4 PIN BASE
HAYMANS,RELAY,MINI RELAY GP PLUG IN 4P 4CO 7A 24VDC 14 PIN FLAT,FID55.34.007424VDC,11.88,4 POLE RELAY
HAYMANS,RELAY,DIN RELAY BASE 8 FLAT PIN FOR 4652 +LED MOD,FID97.02,15.96,2 POLE MINI RELAY BASE
HAYMANS,RELAY,MINI RELAY PLUG IN / FASTON 2P 2CO 8A 24VDC 8PIN FLAT MF03,FID46.52.007424VDC,16.78,2 POLE MINI RELAY
HAYMANS,ANC,JUNCTION BOX 150 X 150 X 75 IP55,B&RPJ151507,14.1,
HAYMANS,ANC,JUNCTION BOX 220 X 150 X 75 IP55 GREY,B&RPJ221507T,46.66,CLEAR LID
HAYMANS,TERMINALS,RAIL TERMINAL BLOCK 2 WIRE 05MM-6MM GREY 10D,PHO3044102,1.19,DIN RAIL TERMINALS
HAYMANS,TERMINALS,RAIL TERMINAL END CLAMP GREY E/NS 35N,PHO0800886,1.64,DIN RAIL TERMINAL END CLAMPS
HAYMANS,TERMINALS,RAIL TERMINAL END CAP FOR UT4,PHO3047028,0.83,DIN RAIL TERMINAL END BLANKS
HAYMANS,TERMINALS,RAIL TERMINAL 6MM FUSED MODULAR TERMINAL BLOCK,PHO3046414,,DIN RAIL TERMINAL FUSES 10 AMP
HAYMANS,TERMINALS,#5X20MM 4MM FUSED TERMINAL,PHO3046032,6.01,DIN RAIL TERMINAL FUSES 6.3 AMP
HAYMANS,TERMINALS,"FBS 2-6 -  Jumper (Busbar), Bridge, Plug-In Bridge, Connectors, 2 Ways, FBS",PHO3030336,0.6,
HAYMANS,TERMINALS,"FBS 3-6 - Jumper (Busbar), Bridge, Plug-In Bridge, Connectors, 3 Ways, FBS",PHO3030242,1.5,https://www.phoenixcontact.com/online/portal/us/?uri=pxc-oc-itemdetail:pid=3044102&library=usen&pcck=P-15-01-02-01&tab=1&selectedCategory=ALL#paging-top
HAYMANS,TERMINALS,"FBS 4-6 - Jumper (Busbar), Bridge, Plug-In Bridge, Connectors, 4 Ways, FBS",PHO3030255,1.42,
HAYMANS,TERMINALS,"FBS 5-6 - Jumper (Busbar), Bridge, Plug-In Bridge, Connectors, 5 Ways, FBS Series",PHO3030349,2.01,
HAYMANS,TERMINALS,"FBS 10-6 - Jumper (Busbar), Bridge, Plug-In Bridge, Connectors, 10 Ways, FBS Series",PHO3030271,5.6,
HAYMANS,TERMINALS,"FBS 20-6 - Jumper (Busbar), Bridge, Plug-In Bridge, Connectors, 20 Ways, FBS Series",PHO3030365,11.4,
HAYMANS,ANC,DIN MOUNTING RAIL STANDARD SLOTTED STEEL 2 MTR,ALSTS35/S-S,9.16,DIN RAIL STEEL
HAYMANS,ANC,DIN MOUNTING RAIL ALUMINIUM SLOTTED 2 MTR,ALSTS35/S-S-ALU,21.066,"DIN RAIL ALUMINIUM, STEEL IS CHEAPER"
HAYMANS,EXIT,EMERGENCY EXIT LED 110VDC RUNNING MAN QUICKFIT,STLPQEDCLED,291.41,110 VOLT DC FOR TOOWOOMBA CENTRAL SUB STATION CENTRAL BATTERY SYSTEM
HAYMANS,BATTEN,2X9W LED WEATHERPROOF EMERGENCY BATTEN 110VDC,BARLB22LSWP110VDC,396.35,110 VOLT DC FOR TOOWOOMBA CENTRAL SUB STATION CENTRAL BATTERY SYSTEM
HAYMANS,CABLE,SDI 1 CORE 1.5MM PVC/PVC RED CORE WHT 450/750V,CBL1.5SDIRD,73.36,1.5MM SDI
HAYMANS,ANC,MOUNTING PLATE ALUMINIUM W300.0 MM X H400.0 MM FOR FIBOX ARCA,FIBMPSARCA4030,32.5,"ACTUAL PLATE DIMENSIONS ARE 250 X 350, 2 OF TO FILL A AMPAC ANCIALLARY CABINET"
HAYMANS,ANC,INSULATED 1 SCREW CONNECTOR TRANSPARENT 2 X 6 SQ MM 25A 100 PK,MTLFCN-16226,14.88,
HAYMANS,CABLE,FIRESENSE TPS CABLE - 1.50MM - 2 CORE TWISTED - 200M ROLL,TPS-1.50-2CT-200,263.16,
HAYMANS,CABLE,FIRESENSE TPSLD CABLE 1.50MM - 2 CORE FLAT WHITE STRIPE 200M ROLL,TPSLD-1.50-2CW-200,202.6,
HAYMANS,CABLE,FIRESENSE TPSLD CABLE 1.50MM 2 CORE FLAT 200M ROLL,TPSLD-1.50-2C-200,145.33,
HAYMANS,CABLE,FLEXI WIRE H/D 1C 1MM CU V90HT PVC WHITE 0.6/1KV,ELCF1010-VTWHE,48.83,
HAYMANS,CABLE,FLEXI WIRE H/D 1C 1MM CU V90HT PVC BROWN 0.6/1KV,ELCF1010-VTBRN,48.83,
HAYMANS,CABLE,FLEXI WIRE H/D 1C 1MM CU V90HT PVC RED 0.6/1KV,ELCF1010-VTRD,48.83,
HAYMANS,CABLE,FLEXI WIRE H/D 1C 1MM CU V90HT PVC BLACK 0.6/1KV,ELCF1010-VTBLK,48.83,
HAYMANS,CABLE,FLEXI WIRE H/D 1C 1MM CU V90HT PVC PURPLE 0.6/1KV,ELCF1010-VTPPL,48.83,
HAYMANS,CABLE,FLEXI WIRE H/D 1C 1MM CU V90HT PVC ORANGE 0.6/1KV,ELCF1010-VTORE,48.83,
HAYMANS,ANC,JUNCTION BOX GIANT SIZE 1 EARTH 3 ACTIVE CONNECTORS WH GC04,CLI554J4WE,3.46,
HAYMANS,DUCT,SOLID DUCT & LID W100MM D100MM 4M PVC WHITE,APPCD100100WH,106.27,100 X 100 WHITE DUCT
HAYMANS,DUCT,SOLID DUCT & LID 25 x 16MM 4M PVC WHITE,APPCD2516WH,19.08,25 X 16 MM WHITE DUCT
HAYMANS,DUCT,SOLID DUCT & LID W75MM D50MM 4M PVC WHITE,APPCD755OWH,108.73,75 X 50 MM WHITE DUCT
HAYMANS,DUCT,SLOTTED DUCT & LID OPEN SLOT W25MM D60MM 2M PVC GREY KC03,BOCT1-25-60,32,
HAYMANS,DUCT,SLOTTED DUCT & LID OPEN SLOT W40MM D80MM 2M PVC GREY KC03,BOCT1-40-80,50.4,
HAYMANS,DUCT,SLOTTED DUCT & LID OPEN SLOT W80MM D80MM 2M PVC GREY KC03,BOCT1-80-80,70.4,
HAYMANS,DUCT,FLAT TEE 90 DEG W25MM D 16MM PVC WHITE,CLI900/25/16TWE,7.9,AUSSIE DUCT TEE
HAYMANS,DUCT,FLAT ELBOW 90 DEG W25MM D 16MM PVC WHITE,CLI900/25/16EWE,7.73,AUSSIE DUCT FLAT ELBOW
HAYMANS,DUCT,FLAT ELBOW 90 DEG W25MM D 16MM PVC WHITE,CLI900/25/16EEWE,7.73,AUSSIE DUCT EXTERNAL ELBOW
HAYMANS,ANC,BOOTLACE FERRULE INSULATED 1.5MM PIN 8.0MM BLACK,CAABLP150,7,PACK OF 100
HAYMANS,ANC,TWIN BOOTLACE FERRULE INSULATED 1.5MM PIN 8.0MM BLACK,CAABLPT150,15,PACK OF 100
HAYMANS,ANC,BOOTLACE FERRULE INSULATED 1MM 8.0MM RED,CAABLP100,7,PACK OF 100
HAYMANS,ANC,TWIN BOOTLACE FERRULE INSULATED 1MM 8.0MM RED,CAABLPT100 ,15,PACK OF 100
HAYMANS,ANC,ENCLOSURE 1/DOOR Z/C STEEL W400 H400 D200 IP66 GREY,B&RNI04042,201.71,
HAYMANS,ANC,ENCLOSURE 1/DOOR MILD STEEL 300 X 200 X 150 MM IP66 L/GEY CJ04,IPDMSB302015G,121.79,
